extension,url,avg_memory_used,avg_num_blocked,avg_load_time
Adguard,https://www.hao123.com/,10.77992877960205,3.2,9.862130975723266
Adguard,https://www.yahoo.com/,27.39371461868286,8.3,1.722080111503601
Adguard,http://www.excite.com/,12.80972728729248,1.0,1.5046889066696167
Adguard,https://www.aol.com/,31.141832256317137,26.8,3.147948980331421
Adguard,https://web.de/,16.241967582702635,15.5,4.183973598480224
Adguard,https://www.msn.com/,15.317979907989502,19.7,3.302748608589172
Adguard,https://www.gmx.net/,14.600680160522462,15.3,4.529705762863159
Adguard,https://www.netzero.net/,6.482306098937988,1.0,2.2884872436523436
Adguard,https://www.mail.com/,5.942525005340576,6.1,1.4879780292510987
Adguard,https://centurylink.net/,47.62131757736206,104.2,3.6195066213607787
Adguard,http://www.sohu.com/,15.95743293762207,65.7,7.847503995895385
Adguard,https://hao.360.cn/,15.384684467315674,20.0,10.01780924797058
Adguard,https://www.sina.com.cn/,19.321948623657228,7.3,10.276550054550171
Adguard,http://www.ifeng.com/,26.035526466369628,43.4,10.01555347442627
Adguard,https://www.163.com/,30.14849271774292,1.7,8.160329508781434
Adguard,https://www.toutiao.com/,30.874337482452393,0.0,7.823083591461182
Adguard,https://www.qq.com/,7.201796150207519,0.4,10.014986538887024
Adguard,https://www.naver.com/,12.369302082061768,3.0,2.2825969457626343
Adguard,https://www.rakuten.com/,18.746608352661134,15.0,1.7016146183013916
Adguard,https://www.yam.com/,4.99296932220459,2.0,6.806766176223755
AdBlockPlus,https://www.hao123.com/,9.708575916290282,2.2,10.018979024887084
AdBlockPlus,https://www.yahoo.com/,29.085103225708007,13.7,1.7764681339263917
AdBlockPlus,http://www.excite.com/,14.56330156326294,3.4,2.0712156772613524
AdBlockPlus,https://www.aol.com/,30.336426258087158,21.7,3.7155450105667116
AdBlockPlus,https://web.de/,13.49324598312378,19.0,4.582224941253662
AdBlockPlus,https://www.msn.com/,114.5103801727295,16.6,9.029218006134034
AdBlockPlus,https://www.gmx.net/,15.811688995361328,17.3,4.476158165931702
AdBlockPlus,https://www.netzero.net/,6.073957920074463,0.0,2.420858359336853
AdBlockPlus,https://www.mail.com/,8.430295944213867,12.9,1.466148591041565
AdBlockPlus,https://centurylink.net/,51.761554431915286,69.7,4.583871650695801
AdBlockPlus,http://www.sohu.com/,14.76939287185669,63.6,9.145785927772522
AdBlockPlus,https://hao.360.cn/,15.607194423675537,1.0,10.02930154800415
AdBlockPlus,https://www.sina.com.cn/,22.25957098007202,1.8,10.226098442077637
AdBlockPlus,http://www.ifeng.com/,3.2013569831848145,0.7,10.013982391357422
AdBlockPlus,https://www.163.com/,34.130666732788086,2.3,9.964744329452515
AdBlockPlus,https://www.toutiao.com/,27.651240062713622,0.0,8.719578909873963
AdBlockPlus,https://www.qq.com/,6.69286470413208,0.0,10.012206888198852
AdBlockPlus,https://www.naver.com/,13.86846752166748,0.9,2.4838453769683837
AdBlockPlus,https://www.rakuten.com/,17.317497634887694,7.6,2.196162962913513
AdBlockPlus,https://www.yam.com/,4.453960704803467,1.0,6.707328176498413
Ghostery,https://www.hao123.com/,11.37609796524048,1.8,10.017069125175476
Ghostery,https://www.yahoo.com/,32.4466254234314,11.0,1.6950156211853027
Ghostery,http://www.excite.com/,13.139832878112793,0.8,3.655032515525818
Ghostery,https://www.aol.com/,16.510924339294434,8.0,1.7541033983230592
Ghostery,https://web.de/,15.347477340698243,6.0,3.572429823875427
Ghostery,https://www.msn.com/,17.956848049163817,25.4,1.4660674333572388
Ghostery,https://www.gmx.net/,14.582648468017577,6.0,3.2436599493026734
Ghostery,https://www.netzero.net/,5.9428661346435545,5.0,1.8971428394317627
Ghostery,https://www.mail.com/,7.2913586616516115,9.0,1.1150562763214111
Ghostery,https://centurylink.net/,21.683904075622557,12.7,2.57931170463562
Ghostery,http://www.sohu.com/,13.280865383148193,5.0,9.77265202999115
Ghostery,https://hao.360.cn/,10.646587467193603,3.6,10.359930801391602
Ghostery,https://www.sina.com.cn/,17.445385932922363,3.1,10.681747245788575
Ghostery,http://www.ifeng.com/,5.205560779571533,0.5,10.013271474838257
Ghostery,https://www.163.com/,36.09116427103678,3.0,4.5959391593933105
Ghostery,https://www.toutiao.com/,28.856698671976726,2.0,5.378029982248942
Ghostery,https://www.qq.com/,7.8130950927734375,3.3333333333333335,10.015696287155151
Ghostery,https://www.naver.com/,15.258103688557943,0.6666666666666666,2.237882614135742
Ghostery,https://www.rakuten.com/,18.68233839670817,27.0,1.5918081601460774
Ghostery,https://www.yam.com/,5.211915651957194,5.0,4.983194033304851
PrivacyBadger,https://www.hao123.com/,10.463711547851563,8.1,9.972352838516235
PrivacyBadger,https://www.yahoo.com/,26.885069561004638,17.4,2.5668288707733153
