url,avg_memory_used,avg_load_time
https://www.cnn.com/,52.97014045715332,13.746582746505737
https://news.yahoo.com/,34.72018623352051,6.458462953567505
https://news.google.com/,78.08194923400879,3.5507779121398926
https://www.nytimes.com/,58.97555732727051,3.4928839206695557
https://www.foxnews.com/,71.78683948516846,2.946542978286743
https://www.nbcnews.com/,80.17550754547119,2.946845054626465
https://www.dailymail.co.uk/,62.856839179992676,7.571961879730225
https://www.huffingtonpost.in/,23.202537536621094,3.911911964416504
https://www.washingtonpost.com/,38.82579231262207,5.526413917541504
https://www.theguardian.com/,22.62313938140869,1.5171411037445068
https://www.cnn.com/,78.43896808624268,16.984910321235656
https://news.yahoo.com/,37.410254669189456,3.7329867839813233
https://news.google.com/,78.96679096221924,3.223025107383728
https://www.nytimes.com/,67.47139358520508,3.4446307897567747
https://www.foxnews.com/,76.87760982513427,2.965998387336731
https://www.nbcnews.com/,85.23795356750489,5.281673741340637
https://www.dailymail.co.uk/,68.76977338790894,15.699419713020324
https://www.huffingtonpost.in/,21.32946720123291,3.826411819458008
https://www.washingtonpost.com/,51.97516527175903,2.246744227409363
https://www.theguardian.com/,27.525871562957764,1.580190086364746
https://www.wsj.com/,98.3566650390625,5.027154588699341
https://abcnews.go.com/,57.31935529708862,3.3086896181106566
https://www.bbc.com/news,6.433869552612305,1.232498002052307
https://www.usatoday.com/,38.62110013961792,3.5372515439987184
https://www.latimes.com/,35.22210464477539,2.5791497468948363
https://www.npr.org/sections/news/,27.286403560638426,2.035589337348938
https://www.politico.com/,36.53676958084107,2.9316205739974976
https://www.cbsnews.com/,38.43677911758423,0.6761951923370362
https://www.theonion.com/,78.0194637298584,4.907575917243958
https://www.newsmax.com/,27.45326623916626,3.1560656070709228
