url,avg_memory_used,avg_load_time
https://www.amazon.com/,2.6818660736083983,0.5330785989761353
https://www.ebay.com/,17.72436304092407,1.289299201965332
https://www.wish.com/,73.30430459976196,5.058382368087768
https://www.target.com/,45.073340225219724,2.3539504051208495
https://www.walmart.com/,27.114159870147706,2.368279504776001
https://www.costco.com/,37.36662759780884,4.938403534889221
https://www.etsy.com,14.611667442321778,2.3476465463638307
https://www.aliexpress.com/,29.13738842010498,3.4988357782363892
https://www.farfetch.com/,32.41478233337402,2.3506443023681642
https://www.craiglist.org/,1.5650468826293946,0.25854978561401365
https://www.jd.com,3.831609535217285,6.464621615409851
https://www.jet.com,38.6354115486145,2.719048857688904
https://www.bestbuy.com/,52.456796169281006,4.236400461196899
https://www.homedepot.com/,62.09397268295288,3.7361220836639406
https://www.coupang.com/,9.912559223175048,4.782002711296082
https://www.wayfair.com/,15.165354442596435,1.4259745597839355
https://www.chewy.com/,41.943670177459715,4.634882092475891
https://www.lowes.com/,26.2831729888916,2.801149868965149
https://www.macys.com/,26.53351221084595,1.3660996675491333
https://www.ikea.com/,4.629855728149414,0.7203111410140991
